Seller SKU ID,ISBN13,Title,Author,Publisher,Binding,Language,Book Subcategory,Main Image URL,Other Image URL 1,Other Image URL 2,Other Image URL 3,Other Image URL 4,Other Image URL 5,Other Image URL 6,Other Image URL 7,Other Image URL 8,Other Image URL 9,Other Image URL 10,Edition,Publication Year,Pages,Genre,Items Included,ISBN10,About Author,Description,Pack of,Genre New,Book Category
The Housemaid's Secret,9780349132600,The Housemaid's Secret,McFadden Freida,"Little, Brown Book Group",Paperback,English,General Fiction Books,https://img.fkcdn.com/image/xif0q/book/p/u/z/the-housemaid-s-secret-original-imahg969nmfhasbh.jpeg,https://img.fkcdn.com/image/xif0q/book/z/s/d/the-housemaid-s-secret-original-imahg9698z8jnzrx.jpeg,,,,,,,,,,,2023,352,Fiction,1 book,,,"WINNER OF THE GOODREADS AWARD FOR BEST CRIME AND THRILLER 2023 As he continues showing me their incredible penthouse apartment, I have a terrible feeling about the woman behind closed doors. But I can't risk losing this job - not if I want to keep my darkest secret safe . . . It's hard to find an employer who doesn't ask too many questions about my past. So I thank my lucky stars that the Garricks miraculously give me a job, cleaning their stunning penthouse with views across the city and preparing fancy meals in their shiny kitchen. I can work here for a while, stay quiet until I get what I want. It's almost perfect. But I still haven't met Mrs Garrick, or seen inside the guest bedroom. I'm sure I hear her crying. I notice spots of blood around the neck of her white nightgowns when I'm doing laundry. And one day I can't help but knock on the door. When it gently swings open, what I see inside changes everything.... That's when I make a promise. After all, I've done this before. I can protect Mrs. Garrick while keeping my own secrets locked up safe. Douglas Garrick has done wrong. He is going to pay. It's simply a question of how far I'm willing to go.... An unbelievably twisty read that will have you glued to the pages late into the night. Anyone who loves The Woman in the Window, The Wife Between Us and The Girl on the Train will be completely hooked! Read what everyone's saying about The Housemaid's Secret: 'Hold on to your jaws, because they will drop . . . Loved. It. So. Much!!' Goodreads reviewer, FIVE STARS 'I flew through the pages like a bat out of hell. So, so good!! I absolutely loved every second of it!! Will lead you down one path until you are completely turned around and screaming WTF?!' Goodreads reviewer, FIVE STARS 'I read this book straight through in one sitting, and stayed up entirely too late to do so . . . Crazy twists and turns - I actually said ""Wait, what?"" out loud' Goodreads reviewer, FIVE STARS",,Fiction,Fiction Books
The Hunger games 4 ,9780702313813,The Hunger Games 4 Book Paperback Box Set,Collins Suzanne,Scholastic,Paperback,English,Fantasy and Science Fiction Books,https://img.fkcdn.com/image/xif0q/book/h/z/l/the-hunger-games-4-book-paperback-box-set-original-imagvud7xxdgf5y3.jpeg,,,,,,,,,,,,,1936,Fiction,,,,"This stunning paperback box set includes all three books in Suzanne Collins's internationally bestselling Hunger Games trilogy together with the prequel The Ballad of Songbirds and Snakes. ""At its best the trilogy channels the political passion of 1984, the memorable violence of A Clockwork Orange, the imaginative ambience of The Chronicles of Narnia and the detailed inventiveness of Harry Potter."" New York Times Book Review In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV... And the odds are against all who play. With all four of Suzanne Collins's Hunger Games novels in one box set, you can step into the world of Panem and continue all the way to the electrifying conclusion. Three books, four films and one worldwide phenomenon, The Hunger Games original trilogy changed the face of global YA. All three of the Hunger Games original novels have been made into major feature films, starring Jennifer Lawrence, Josh Hutcherson & Liam Hemsworth The best-selling prequel to The Hunger Games, The Ballad of Songbirds and Snakes, was a global number one feature film in autumn 2023 and a number one New York Times and The Times bestseller in hardback in May 2020. BOOKS INCLUDED IN THIS BOXSET The Hunger Games Catching Fire Mockingjay The Ballad of Songbirds and Snakes Sunrise On the Reaping - the fifth book in the Hunger Games series - coming March 2025 & a film adaptation is slated for November 2026 The Hunger Games illustrated edition is releasing in October 2024",,"Children, Teen & Educational",Children and Young Adult Books
The Hunger games,9789124237769,The Hunger Games Collection 4 Books Set by Suzanne Collins,Suzanne Collins,Kiran Publication,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/s/b/8/the-hunger-games-collection-4-books-set-by-suzanne-collins-original-imah84xmrszxc4gm.jpeg,,,,,,,,,,,Latest,2022,1200,"Fantasy
Dystopia
Fiction
Young Adult
Thriller",,,,"The Hunger Games Collection 4 Books Set by Suzanne

The Hunger
Sixteen-year-old Katniss Everdeen regards it as a death sentence when she is forced to represent her district in the annual Hunger Games, a fight to the death on live TV. But Katniss has been close to death before and survival, for her, is second nature.

Catching
After winning the brutal Hunger Games, Katniss Everdeen returns to her district, hoping for a peaceful future. But Katniss starts to hear rumours of a deadly rebellion against the Capitol. A rebellion that she and Peeta have helped to create.


Against all odds, Katniss Everdeen has survived the Hunger Games twice. But now that she's made it out of the bloody arena alive, she's still not safe. The Capitol is angry. The Capitol wants revenge... The thrilling final installment of this ground-breaking trilogy promises to be one of the most talked-about books of the year.

The Ballad of Songbirds and
It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games.",,,Other Books
The Hunger Games Collection,9789252584230,"The Hunger Games Collection, The Hunger Games, The Hunger Games Catching Fire, The Hunger Games Mockingjay, The Ballad of Songbirds and Snakes, Suzanne Collins, Paperback, English",Suzanne Collins,Scholastic,Paperback,English,Fantasy Fiction Books,https://img.fkcdn.com/image/xif0q/book/t/j/v/the-hunger-games-collection-the-hunger-games-the-hunger-games-original-imah8f2xjnjzevaq.jpeg,,,,,,,,,,,2020,2020,1600,,,9781338686531,"Suzanne Collins is an American author best known for writing The Hunger Games trilogy, a dystopian series that has become a global phenomenon. Born on August 10, 1962, in Hartford, Connecticut, Collins has a background in television writing, having worked on children's shows like Clarissa Explains It All and The Legend of Zelda. Her writing often explores themes of survival, power, and societal conflict. The Hunger Games (2008), Catching Fire (2009), and Mockingjay (2010) became hugely popular and were adapted into successful films. Collins has also written The Underland Chronicles series and The Ballad of Songbirds and Snakes, a prequel to The Hunger Games. Suzanne Collins, author, The Hunger Games, dystopian, The Underland Chronicles, prequel, survival, power, television writer, children's shows.",,4,,Fiction Books
"The India Way  (English, Paperback, Jaishankar S.)",9789394407213,The India Way,Jaishankar S.,HarperCollins Publishers India,Paperback,English,Politics Books,https://img.fkcdn.com/image/xif0q/book/y/g/a/the-india-way-original-imahdbndtrkdwdgt.jpeg,,,,,,,,,,,First,,248,Political Science,,9394407219,"S. Jaishankar has been India's Minister of External Affairs since May 2019. He is a member of the Rajya Sabha representing Gujarat. He was India's foreign secretary from 2015 to 2018. In a career spanning four decades in the Indian Foreign Service, he served as India's ambassador to China and the US, among other roles, and played an important part in the Indo-US civil nuclear deal.","The global order is always evolving, and in that sense, change could well be seen as a constant factor. But that ongoing evolution has now been given a sharper edge by the impact of the coronavirus pandemic, developments in Afghanistan, the Ukraine conflict and greater friction among key powers. 'One Trend and Four Shocks' are thus creating a new landscape. The 'Four Shocks' have, each in their own way, led to heightened global anxiety and insecurity. This era of upheaval entails greater expectations from India, putting it on the path to becoming a leading power. In The India Way, S. Jaishankar, India's Minister of External Affairs, analyses these challenges and spells out possible policy responses. In doing so, he is very conscious of balancing India's national interest with international responsibilities. He places this thinking in the context of history and tradition, appropriate for a civilizational power that seeks to reclaim its place on the world stage.",1,Social Sciences,Social Science Books
"The India Way (English, Paperback, JaishankarS.)",9781634563543,"The India Way, English",JaishankarS.,STRIBE,Paperback,English,General Fiction and Classic Books,https://img.fkcdn.com/image/xif0q/book/h/s/e/the-india-way-english-original-imahe4q5dm8brgms.jpeg,,,,,,,,,,,v1,2022,248,,,,,"The decade from the 2008 global financial crisis to the 2020 coronavirus pandemic has seen a real transformation of the world order. The very nature of international relations and its rules are changing before our eyes. For India, this means optimal relationships with all the major powers to best advance its goals. It also requires a bolder and non-reciprocal approach to its neighbourhood. A global footprint is now in the making that leverages India''s greater capability and relevance, as well as its unique diaspora. This era of global upheaval entails greater expectations from India, putting it on the path to becoming a leading power. In The India Way, S. Jaishankar, India''s Minister of External Affairs, analyses these challenges and spells out possible policy responses. He places this thinking in the context of history and tradition, appropriate for a civilizational power that seeks to reclaim its place on the world stage.",,,Other Books
"The India Way, English  (Paperback, JaishankarS.)",9781634562843,"The India Way, English",JaishankarS.,ROYABOOKS,Paperback,English,General Fiction and Classic Books,https://img.fkcdn.com/image/xif0q/book/h/s/e/the-india-way-english-original-imahe4q5dm8brgms.jpeg,,,,,,,,,,,v1,2022,248,,,,,"The decade from the 2008 global financial crisis to the 2020 coronavirus pandemic has seen a real transformation of the world order. The very nature of international relations and its rules are changing before our eyes. For India, this means optimal relationships with all the major powers to best advance its goals. It also requires a bolder and non-reciprocal approach to its neighbourhood. A global footprint is now in the making that leverages India''s greater capability and relevance, as well as its unique diaspora. This era of global upheaval entails greater expectations from India, putting it on the path to becoming a leading power. In The India Way, S. Jaishankar, India''s Minister of External Affairs, analyses these challenges and spells out possible policy responses. He places this thinking in the context of history and tradition, appropriate for a civilizational power that seeks to reclaim its place on the world stage.",,,Other Books
The Intelligent Investor,9780062356215,The Intelligent Investor,Graham Benjamin,HarperCollins Publishers Inc,Paperback,English,Finance and Accounting Books,https://img.fkcdn.com/image/xif0q/book/o/g/3/the-intelligent-investor-original-imahgagqyfja7fmg.jpeg,,,,,,,,,,,1st,2021,550,Business & Economics,,,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
The Intelligent Investor ,9788520920008,The Intelligent Investor,Graham Benjamin,HarperCollins Publishers Inc,Paperback,English,Finance and Accounting Books,https://img.fkcdn.com/image/xif0q/book/w/q/3/the-intelligent-investor-original-imahfv4fuxdrngna.jpeg,,,,,,,,,,,1st,2021,550,Business & Economics,,,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
Intelligentinvestor+Deepwork+Mansseachfor+Atomic+Whollcrywhen,9784668517520,The Intelligent Investor + Atomic Habits + Deep Work + Who Will Cry When You Die + Man's Searching For Meaning (4 Book Combo),JMD BOOKS,JMD BOOKS,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/j/c/1/the-intelligent-investor-atomic-habits-deep-work-who-will-cry-original-imahc6xgt2hhvgws.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
The Intelligent investor+Psychology of Money,9786555870060,The Intelligent Investor + The Psychology of The Money Combo Book Set  Paperback – 31 December 2024,BENJAMIN::MORGAN,Sanjana prajapat (31 December 2024),Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/w/k/a/the-intelligent-investor-the-psychology-of-the-money-combo-book-original-imah9fmua8gq26px.jpeg,,,,,,,,,,,NEW,2024,870,Business & Economics,,9786555870060,,The Intelligent Investor + The Psychology of The Money Combo Book Set,1,,Other Books
The Laws of Human Nature,9781781259207,The Laws of Human Nature,Greene Robert,Profile Books Ltd,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/o/w/u/the-laws-of-human-nature-original-imah64jrhwkmjggu.jpeg,,,,,,,,,,,,,400,Self-Help,,,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
The Laws of Human nature,9781781259191,The Laws of Human Nature,Greene Robert,Profile Books Ltd,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/t/z/n/the-laws-of-human-nature-original-imahgkzpxhqga9u7.jpeg,,,,,,,,,,,first,2024,624,Self-Help,,9781781259191,,"WINNER OF THE INTERNATIONAL BUSINESS BOOK AWARD'Maxims to live by' Evening Standard'Astonishing and poignant' The Times Robert Greene is a master guide for millions of readers, distilling ancient wisdom and philosophy into essential texts for seekers of power, understanding and mastery. Now he turns to the most important subject of all - understanding people's drives and motivations, even when they are unconscious of them themselves.We are social animals. Our very lives depend on our relationships with people. Knowing why people do what they do is the most important tool we can possess, without which our other talents can only take us so far. Drawing from the ideas and examples of Pericles, Martin Luther King Jr, and many others, Greene teaches us how to detach ourselves from our own emotions, develop the empathy that leads to insight, and how to resist conformity to develop your singular sense of purpose. Whether at work, in relationships, or in shaping the world around you, The Laws of Human Nature offers brilliant tactics for success, self-improvement, and self-defence.",1,"Health, Relationships & Personal development",Self-Help Books
The Lean Startup and The E myth Revisited,9787334388530,The Lean Startup By ERIC RIES AND ( The E myth Revisited Why Most Small Businesses Don't Work and What to Do About it by Michael E. Gerber),ERIC RIES,Penguin U.K,Paperback,English,Other Books,https://img.fkcdn.com/image/kmxsakw0/book/g/p/f/the-lean-startup-by-eric-ries-and-the-e-myth-revisited-why-most-original-imagfq4hfmgsf9v4.jpeg,https://img.fkcdn.com/image/kmz7qfk0/book/0/w/g/the-lean-startup-by-eric-ries-and-the-e-myth-revisited-why-most-original-imagfrjcvbkverz4.jpeg,https://img.fkcdn.com/image/kmz7qfk0/book/l/f/q/the-lean-startup-by-eric-ries-and-the-e-myth-revisited-why-most-original-imagfrjcdg2jxmvc.jpeg,,,,,,,,,2nd Edition,2011,304,Business & Economics,,,,"Review Every so often a business book comes along that changes how we think about innovation and entrepreneurship. The Lean Startup has the chops to join this exalted company. (Philip Delves Broughton Financial Times) Mandatory reading for entrepreneurs... loaded with fascinating stories and practical principles (Dan Heath, coauthor of Switch and Made to Stick) If you are an entrepreneur, read this book. If you are thinking about becoming an entrepreneur, read this book. If you are just curious about entrepreneurship, read this book. (Randy Komisar, founding director of TiVo) The Lean Startup will change the way we think about entrepreneurship (Tom Eisenmann, Professor of Entrepreneurship, Harvard Business School) Eric Ries has created a science where previously there was only art. A must-read for every serious entrepreneur - and every manager interested in innovation (Marc Andreessen, cofounder of Andreessen Horowitz, Opsware, and Netscape) I know of no better guide to improve the odds of a startup's success' (Mitchell Kapor, Founder, Lotus Development Corp) This book is the guided tour of the key innovative practices used inside Google, Toyota, and Facebook, that work in any business (Scott Cook, Founder and Chairman, Intuit) Product Description Most new businesses fail. But most of those failures are preventable. The Lean Startup is a new approach to business that's being adopted around the world. It is changing the way companies are built and new products are launched. The Lean Startup is about learning what your customers really want. It's about testing your vision continuously, adapting and adjusting before it's too late. Now is the time to think Lean",,,Other Books
The Millionaire Fastlane (English),9780984358113,The Millionaire Fastlane,DeMarco Mj,Viperion Corporation,Electronic book text,English,Business and Management Books,https://img.fkcdn.com/image/jvb9tow0/book/1/1/3/the-millionaire-fastlane-original-imafg8ysmh7g6zzr.jpeg,https://img.fkcdn.com/image/xif0q/book/h/4/l/the-millionaire-fastlane-original-imagwcbzvxkpm6jx.jpeg,https://img.fkcdn.com/image/xif0q/book/r/g/0/the-millonare-fastlane-and-atomic-habits-combo-english-paperback-original-imagw6qhtycmur3h.jpeg,,,,,,,,,,,336,Business & Economics,,9780984358113,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
"The Millionaire Fastlane  (English, Paperback)",9780984358106,The Millionaire Fastlane,DeMarco MJ,Viperion Corporation,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/t/a/r/the-millionaire-fastlane-english-paperback-demarco-mj-original-imahezczqfgpa2zf.jpeg,https://img.fkcdn.com/image/xif0q/book/t/c/d/the-millionaire-fastlane-english-paperback-demarco-mj-original-imahezczxerbetf6.jpeg,,,,,,,,,,1st,2011,338,Business & Economics,,9780984358106,,"Is the financial plan of mediocrity -- a dream-stealing, soul-sucking dogma known as ""The Slowlane"" your plan for creating wealth? You know how it goes; it sounds a little something like this: ""Go to school, get a good job, save 10% of your paycheck, buy a used car, cancel the movie channels, quit drinking expensive Starbucks lattes, save and penny-pinch your life away, trust your life-savings to the stock market, and one day, when you are oh, say, 65 years old, you can retire rich."" The mainstream financial gurus have sold you blindly down the river to a great financial gamble: You've been hoodwinked to believe that wealth can be created by recklessly trusting in the uncontrollable and unpredictable markets: the housing market, the stock market, and the job market. This impotent financial gamble dubiously promises wealth in a wheelchair -- sacrifice your adult life for a financial plan that reaps dividends in the twilight of life. Accept the Slowlane as your blueprint for wealth and your financial future will blow carelessly asunder on a sailboat of HOPE: HOPE you can find a job and keep it, HOPE the stock market doesn't tank, HOPE the economy rebounds, HOPE, HOPE, and HOPE.Do you really want HOPE to be the centerpiece for your family's financial plan? Drive the Slowlane road and you will find your life deteriorate into a miserable exhibition about what you cannot do, versus what you can. For those who don't want a lifetime subscription to mediocrity and a slight chance of elderly riches, there is an alternative; an expressway to extraordinary wealth that can burn a trail to financial independence faster than any road out there. -- Why jobs, 401(k)s, mutual funds, and 40-years of mindless frugality will never make you rich young. -- Why most entrepreneurs fail and how to immediately put the odds in your favor. -- The real law of wealth: Leverage this and wealth has no choice but to be magnetized to you. -- The leading cause of poorness: Change this and you change everything. --How the rich really get rich - and no, it has nothing to do with a paycheck or a 401K match. -- Why the guru's grand deity - compound interest - is an impotent wealth accelerator. -- Why the guru myth of ""do what you love"" will most likely keep you poor, not rich. -- And 250+ more poverty busting distinctions.",,"Economics, Finance & Business Management","Economics, Business and Management Books"
"The Millionaire Fastlane  (Paperback, Demarco M.J.)",9783282472857,The Millionaire Fastlane,Demarco M.J.,vbfr,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/s/a/u/the-millionaire-fastlane-original-imah8syegkcrxuva.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Millionaire Fastlane  (Paperback, MJ DeMarco)",9780873616072,The Millionaire Fastlane,MJ DeMarco,MJ DeMarco,Paperback,English,Reference Books,https://img.fkcdn.com/image/xif0q/book/l/3/4/the-millionaire-fastlane-original-imah9gr4fexszhzc.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Millionaire Fastlane (Paperback, M. J. DeMarco)",9789877627435,The Millionaire Fastlane: Crack The Code To Wealth And Live Rich For A Lifetime,M. J. DeMarco,JMD BOOKS,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/q/7/s/the-millionaire-fastlane-crack-the-code-to-wealth-and-live-rich-original-imahhgtykyr2tw53.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
The Naturals boxed,9780316556613,The Naturals Paperback Boxed Set,Barnes Jennifer Lynn,"Little, Brown Books for Young Readers",Paperback,English,Action and Adventure Books,https://img.fkcdn.com/image/xif0q/book/v/7/o/combo-of-4-the-naturals-killer-instinct-all-in-bad-blood-original-imah5gh5ucpvwnhm.jpeg,,,,,,,,,,,,,1680,,,,,"THE INSTANT NEW YORK TIMES BESTSELLING SERIES! Praise for Powerless: 'Nothing short of epic' Rosie Talbot, bestselling author of Sixteen Souls 'A thrilling fantasy with the most delicious slow-burn romance' M.A. Kuzniar, bestselling author of Midnight in Everwood 'A masterpiece' Goodreads Reader Review 'Everyone needs to read it' TikTok Review 'The BEST book I've read' NetGalley Reader Review 'A sizzling slice of fantasy romance' Booksellers Review 'Incredible and impressive' Goodreads Reader Reader 'A riveting fantasy debut' Bookseller Review 'This destroyed me... In a good way!' Bookseller Review With more than 35 million views on TikTok, the second heart-racing instalment in this bestselling and sizzling fantasy romance trilogy. Perfect for fans of Fourth Wing and The Hunger Games. The kingdom of Ilya is in turmoil... After surviving the Purging Trials, Ordinary-born Paedyn Gray has killed the King, and kickstarted a Resistance throughout the land. Now she's running from the one person she had wanted to run to. Kai Azer is now Ilya's Enforcer, loyal to his brother Kitt, the new King. He has vowed to find Paedyn and bring her to justice. Across the deadly Scorches, and deep into the hostile city of Dor, Kai pursues the one person he wishes he didn't have to. But in a city without Elites, the balance between the hunter and hunted shifts - and the battle between duty and desire is deadly. Be swept away by this bestselling, dagger-to-the-throat romantasy trilogy taking the world by storm. Powerless available now. Powerful, the not-to-be-missed story set in the world of Powerless coming April 2024. Pre-order now. Follow Lauren Roberts on TikTok and Instagram @LaurenRobertsLibrary.",,"Children, Teen & Educational",Children and Young Adult Books
"The Outsiders  (Paperback, WILLIAM N THORNDIKE)",9786490478963,The Outsiders,WILLIAM N THORNDIKE,WILLIAM N THORNDIKE,Paperback,English,Reference Books,https://img.fkcdn.com/image/xif0q/book/w/t/k/the-outsiders-original-imahaar5bwmbgasb.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
The Outsiders ,9781422187586,The Outsiders,Thorndike William N,Harvard Business Review Press,Hardcover,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/k/l/a/the-outsiders-original-imahgr7y9fqdzjed.jpeg,,,,,,,,,,,,,240,Business & Economics,,1422187586,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
The Outsiders,9788273274298,The Outsiders,WILLIAM N THORNDIKE,WILLIAM N THORNDIKE,Hardcover,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/u/k/2/the-outsiders-original-imahhgtyfedfghf7.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Outsiders  (Paperback, WILLIAM THORNDIKE)",9788422722892,The Outsiders,WILLIAM N THORNDIKE,WILLIAM N THORNDIKE,Hardcover,English,Other Books,https://img.fkcdn.com/image/xif0q/book/b/k/7/the-outsiders-original-imahhgtycyfrdcpg.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
The Outsiders  (Paperback),9786281909690,The Outsiders,William Thorndike,WILLIAM N THORNDIKE,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/9/p/g/the-outsiders-original-imahagamfb5fzwuy.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Outsiders  (English, Hardcover, Thorndike William N.)",9781422162675,The Outsiders,Thorndike William N.,Harvard Business Review Press,Hardcover,English,Business and Management Books,https://img.fkcdn.com/image/kialrww0-0/book/e/y/q/the-outsiders-original-imafy3sccbbfwgt3.jpeg,https://img.fkcdn.com/image/kialrww0-0/book/1/a/k/the-outsiders-original-imafy3scygke7kgz.jpeg,https://img.fkcdn.com/image/kialrww0-0/book/c/v/v/the-outsiders-original-imafy3scs3s4gt9f.jpeg,https://img.fkcdn.com/image/jz7az680/book/6/7/5/the-outsiders-original-imafj9gfthw36u65.jpeg,,,,,,,,,,272,Business & Economics,,9781422162675,,"""An outstanding book about CEOs who excelled at capital allocation."" -- Warren Buffett #1 on Warren Buffett's Recommended Reading List, Berkshire Hathaway Annual Shareholder Letter, 2012 Named one of ""19 Books Billionaire Charlie Munger Thinks You Should Read"" in Business Insider. ""A book that details the extraordinary success of CEOs who took a radically different approach to corporate management."" -- Charlie Munger, Vice-Chairman of Berkshire Hathaway Corporation ""Thorndike explores the importance of thoughtful capital allocation through the stories of eight successful CEOs. A good read for any business leader but especially those willing to chart their own course."" -- Michael Dell, chairman of the board of directors and chief executive officer of Dell What makes a successful CEO? Most people call to mind a familiar definition: ""a seasoned manager with deep industry expertise."" Others might point to the qualities of today's so-called celebrity CEOs--charisma, virtuoso communication skills, and a confident management style. But what really matters when you run an organization? What is the hallmark of exceptional CEO performance?Quite simply, it is the returns for the shareholders of that company over the long term. In this refreshing, counterintuitive book, author Will Thorndike brings to bear the analytical wisdom of a successful career in investing, closely evaluating the performance of companies and their leaders. You will meet eight individualistic CEOs whose firms' average returns outperformed the S&P 500 by a factor of twenty--in other words, an investment of $10,000 with each of these CEOs, on average, would have been worth over $1.5 million twenty-five years later. You may not know all their names, but you will recognize their companies: General Cinema, Ralston Purina, The Washington Post Company, Berkshire Hathaway, General Dynamics, Capital Cities Broadcasting, TCI, and Teledyne. In The Outsiders, you'll learn the traits and methods--striking for their consistency and relentless rationality--that helped these unique leaders achieve such exceptional performance. Humble, unassuming, and often frugal, these ""outsiders"" shunned Wall Street and the press, and shied away from the hottest new management trends.Instead, they shared specific traits that put them and the companies they led on winning trajectories: a laser-sharp focus on per share value as opposed to earnings or sales growth; an exceptional talent for allocating capital and human resources; and the belief that cash flow, not reported earnings, determines a company's long-term value. Drawing on years of research and experience, Thorndike tells eye-opening stories, extracting lessons and revealing a compelling alternative model for anyone interested in leading a company or investing in one--and reaping extraordinary returns.",,"Economics, Finance & Business Management","Economics, Business and Management Books"
The Outsiders By Thorndike William N.,9782602101316,"The Outsiders By 
Thorndike William N.",Thorndike William N.,Harvard  India,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/2/q/e/the-outsiders-by-thorndike-william-n-original-imaha8f632ee5zk8.jpeg,,,,,,,,,,,first,,,Business & Economics,,,,,,,Other Books
The Perfect Son  ,9783310094402,The Perfect Son,Freida McFadden,Freida McFadden,Paperback,English,"Crime, Mystery and Thriller Books",https://img.fkcdn.com/image/xif0q/book/o/x/l/the-perfect-son-original-imah8dzj6tdda4fm.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Perfect Son (Paperback, Freida McFadden )",9785270908140,The Perfect Son,Freida McFadden,Freida McFadden,Paperback,English,"Crime, Mystery and Thriller Books",https://img.fkcdn.com/image/xif0q/book/o/x/l/the-perfect-son-original-imah8dzj6tdda4fm.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"The Perfect Son (English, Paperback, McFadden Freida)",9781464228599,The Perfect Son,McFadden Freida,"Sourcebooks, Inc",Paperback,English,Crime,https://img.fkcdn.com/image/xif0q/book/w/u/j/the-perfect-son-original-imah9ja4krcuzaaz.jpeg,,,,,,,,,,,First,,320,Fiction,,,,"From Sunday Times bestselling author Freida McFadden comes a dark and twisting psychological thriller about a mother who suspects her son of committing a terrible crime... But how far will she go to protect her family? *** All families have secrets. But some secrets are deadly. Erika Cass has a perfect family and a perfect life. Until, one quiet evening, two detectives show up at her front door. ""Mrs. Cass, we were hoping your son could answer a few questions about the girl who disappeared last night..."" A high school girl has vanished from their quiet neighbourhood, and the police suspect the worst. Erika's teenage son, Liam, was the last person to see the girl alive. Erika has always sensed something... different in her seemingly perfect oldest child. He's charming, smart and popular, but mothers have the best instincts. Erika knows there's more to her son than meets the eye. She wants to believe he's innocent, but as the evidence mounts, she can't deny the truth?Liam may have done the unthinkable. With The Perfect Son, bestselling author Freida McFadden delivers a twisted, thought-provoking crime thriller about a family's loyalty pushed to the limits. Tropes Missing Girl Suspense Psychological Thriller Sociopathic Child Multiple POVs Mother and Son *** Amazon readers are gripped by this unputdownable psychological thriller: ""WOW! ABSOLUTELY a must read, one of her best books yet!"" ""I couldn't put this book down. It kept you guessing and on the edge of your seat. I loved it and can't wait to read more of her books!"" ""This was an incredible story! I read it in one sitting because I had to know how it ended.""",1,Fiction,Fiction Books
"The Perfect Son (Paperback, Freida McFadden) ",9783414229182,The Perfect Son,Freida McFadden,zfgt,Paperback,English,Family and Wellness Books,https://img.fkcdn.com/image/xif0q/book/g/k/h/the-perfect-son-original-imahf8ftgcjhvzzw.jpeg,,,,,,,,,,,2023,2024,296,,,,,,,,Other Books
THE PERFECT SON: FRIEDA MCFADDEN,9783286231818,THE PERFECT SON,FRIEDA MCFADDEN,SHIV TRADERS,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/y/b/2/the-perfect-son-original-imahd2uqhtmc4fus.jpeg,,,,,,,,,,,1,2025,300,BEST FICTION BOOKS,,,,,,,Other Books
The Perfect Son ,9782166860377,The Perfect Son,Freida McFadden,DIPTIMAYEESETHI,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/v/n/w/the-perfect-son-original-imah7zkg6azhztze.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
